instance;sols;fails;time;status;opt;obj;param;
rc_201.1.txt;23;2096;1113;true;1596.0;444;1;
rc_201.1.txt;23;2302;336;true;1596.0;444;0;
rc_201.1.txt;23;2096;206;true;1596.0;444;1;
rc_201.1.txt;23;1938;218;true;1596.0;444;2;
rc_201.1.txt;23;1891;213;true;1596.0;444;3;
