/home/djusteau/IdeaProjects/choco-solver/solver/target/test-classes/org/chocosolver/solver/constraints/graph/cost/trees/r123_300_1;2;2462;362;33;14.207564;
/home/djusteau/IdeaProjects/choco-solver/solver/target/test-classes/org/chocosolver/solver/constraints/graph/cost/trees/r123_300_1;2;2462;362;33;14.85002;
